timestamp,cycle,dataset_size,distribution,model,params,build_ms,lookup_ns,accuracy,fallback_rate,false_neg,not_found,local_avg_ns,fallback_avg_ns,local_calls,fallback_calls,fit_ms,memory_mb
2025-11-23T14:53:16.094075,2,10000,seq,btree,order=32,1.857499999459833,6161.900004372001,,,,,,,,,,0.1273956298828125
2025-11-23T14:53:16.094075,2,10000,seq,btree,order=64,0.9142999988398515,8608.10000449419,,,,,,,,,,0.1011505126953125
2025-11-23T14:53:16.094075,2,10000,seq,btree,order=128,0.629599999228958,5292.099995131139,,,,,,,,,,0.0884857177734375
2025-11-23T14:53:16.094075,2,10000,seq,btree,order=256,0.5014000053051859,3777.9999984195456,,,,,,,,,,0.0825347900390625
2025-11-23T14:53:16.094075,2,10000,seq,linear_fixed,window=64,0.4809000020031817,12855.799999670126,0.5,0.5,0,500,2490.4,1975.0,1000,500,0.4220000046188943,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_fixed,window=128,0.651599999400787,11277.799996605609,0.5,0.5,0,500,2217.4,1982.6,1000,500,0.552199999219738,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_fixed,window=256,0.4678000041167252,10890.300000028219,0.5,0.5,0,500,1936.7,1851.6,1000,500,0.4186000005574897,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_fixed,window=512,0.5932000058237463,9825.000001001172,0.5,0.5,0,500,1735.7,1588.0,1000,500,0.5333000008249655,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_fixed,window=1024,0.42350000148871914,11082.199998782016,0.5,0.5,0,500,2015.2,1738.4,1000,500,0.374399998690933,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,pgm,eps=16,3.311000000394415,2197.5999989081174,0.5,0.5,0,500,,,,,,0.07659912109375
2025-11-23T14:53:16.094075,2,10000,seq,pgm,eps=32,3.2568000024184585,2024.9000008334406,0.5,0.5,0,500,,,,,,0.07659912109375
2025-11-23T14:53:16.094075,2,10000,seq,pgm,eps=64,3.642800002126023,2375.0000036670826,0.5,0.5,0,500,,,,,,0.07659912109375
2025-11-23T14:53:16.094075,2,10000,seq,pgm,eps=128,4.581900000630412,2779.399997962173,0.5,0.5,0,500,,,,,,0.07659912109375
2025-11-23T14:53:16.094075,2,10000,seq,pgm,eps=256,4.073000003700145,2256.2000012840144,0.5,0.5,0,500,,,,,,0.07659912109375
2025-11-23T14:53:16.094075,2,10000,seq,linear_adaptive,"quantile=0.99,minW=8",0.7435000006807968,10120.10000704322,0.5,0.5,0,500,1774.0,1723.0,1000,500,0.4208999962429516,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_adaptive,"quantile=0.99,minW=16",0.7029999978840351,10634.100006427616,0.5,0.5,0,500,1856.6,1752.6,1000,500,0.4243000003043562,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_adaptive,"quantile=0.99,minW=32",1.0455000010551885,11521.69999841135,0.5,0.5,0,500,2077.6,1815.2,1000,500,0.6378000034601428,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_adaptive,"quantile=0.995,minW=8",0.7389000020339154,11534.099998243619,0.5,0.5,0,500,2010.1,1899.0,1000,500,0.4174999994575046,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_adaptive,"quantile=0.995,minW=16",0.6668999994872138,9783.200002857484,0.5,0.5,0,500,1828.6,1585.6,1000,500,0.3842000005533919,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_adaptive,"quantile=0.995,minW=32",0.6480000010924414,10294.299994711764,0.5,0.5,0,500,1813.9,1790.0,1000,500,0.38689999928465113,0.00023651123046875
2025-11-23T14:53:16.094075,2,10000,seq,linear_adaptive,"quantile=0.999,minW=8",0.626200002443511,9962.899996025953,0.5,0.5,0,500,1915.9,1624.4,1000,500,0.3694000042742118,0.00023651123046875
